Time,Time Code,Country Name,Country Code,Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Bribery incidence (% of firms experiencing at least one bribe payment request) [IC.FRM.BRIB.ZS],CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],"Droughts, floods, extreme temperatures (% of population, average 1990-2009) [EN.CLC.MDAT.ZS]",CPIA property rights and rule-based governance rating (1=low to 6=high) [IQ.CPA.PROP.XQ],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]","Compulsory education, duration (years) [SE.COM.DURS]",Consumer price index (2010 = 100) [FP.CPI.TOTL],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",Gini index [SI.POV.GINI],Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]","Internally displaced persons, new displacement associated with conflict and violence (number of cases) [VC.IDP.NWCV]","Internally displaced persons, total displaced by conflict and violence (number of people) [VC.IDP.TOCV]","Internally displaced persons, new displacement associated with disasters (number of cases) [VC.IDP.NWDS]","International migrant stock, total [SM.POP.TOTL]",International migrant stock (% of population) [SM.POP.TOTL.ZS],Net migration [SM.POP.NETM],Lending interest rate (%) [FR.INR.LEND],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],"Maternal mortality ratio (national estimate, per 100,000 live births) [SH.STA.MMRT.NE]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS],"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) [SH.STA.WASH.P5]",New businesses registered (number) [IC.BUS.NREG],"Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Personal remittances, received (% of GDP) [BX.TRF.PWKR.DT.GD.ZS]","Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Primary education, duration (years) [SE.PRM.DURS]","Secondary education, duration (years) [SE.SEC.DURS]",Strength of legal rights index (0=weak to 12=strong) [IC.LGL.CRED.XQ],Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]"
2000,YR2000,Bahrain,BHR,..,..,0.567088892015263,23.8937121018342,..,..,..,..,83.4385023142846,5.30007005600883,9062898936.17021,0.852690440185768,42133.9801189247,..,..,..,..,-0.704852953090768,..,..,..,..,239361,35.8940099421913,..,11.6028971962617,74.44,0.0838890538076375,13,3.96167096884853,17.15374841169,..,..,1012681829.78723,..,..,936.070422535211,4.31531427526575,664610,..,6,6,..,25440.0005340576,135.809135327865,..,..
2000,YR2000,Bangladesh,BGD,3.68899487489556,..,0.127510832626495,0.169593941656331,..,..,..,5,53.9091441150379,5.29329471846036,53369787318.6245,3.25749650748008,1330.03555982657,33.4,..,2.12508010864258,20.4904193878174,2.20825620937534,2.61871846169568,..,..,..,987853,0.752473673994172,..,12.755,65.447,1.63581134467402,..,1.3571191812402,12.3096970956816,..,..,4378216.6851099,3.68659677566545,1967528858.46792,980.701098563417,1.95239046202205,127657862,48.9,5,7,..,115459.999084473,29.3217143619038,3.26999998092651,10.7299995422363
2000,YR2000,Barbados,BRB,..,..,0.359799277150187,4.56703411648147,..,..,..,11,67.2938918008204,4.44718962322422,3059500000,4.04095844937812,12693.283190158,..,..,4.71585988998413,22.1503505706787,2.43581303489138,7.36618405884108,..,..,..,28424,10.5337276439938,..,10.1875,77.162,0.0886330680101457,26,..,..,..,..,19150000,3.69995097238111,113200000,631.420930232558,0.38969283548124,271511,..,6,5,..,3589.99991416931,90.5785259029253,9.35000038146973,..
2000,YR2000,Belarus,BLR,9.83566243687859,..,0.914346376120001,5.30481652088609,..,..,..,9,16.0506056584144,5.80000344007455,12736856827.9847,6.29963644799005,5801.75812955797,31.2,..,6.19661998748779,..,168.620235850933,10.2617246281898,..,..,..,1123586,11.2899898563663,..,67.6666666666667,68.9121951219512,0.0252522073935132,23,1.34698415075765,..,..,..,9600000,0.896610533841336,114200000,49.1974779144976,-0.471131334643547,9979610,41.9,4,7,..,78900.0015258789,141.609165955024,2.09999990463257,..
2000,YR2000,Belgium,BEL,2.1689966494562,..,0.411724202305672,11.4395805389587,..,..,..,12,81.4218043493863,3.71667938420875,236792460312.471,3.46545257130404,27784.5715041684,33.1,..,..,..,2.54451776190906,2.06184644573658,..,..,..,853369,8.31064880730943,..,..,77.7219512195122,0.0126640286347439,4,1.34121027642881,2.73463038706315,..,..,3587770752,1.69118708877619,4004603516,338.548546895641,0.242517956221334,10251250,..,6,6,..,138250,142.230135067034,6.59000015258789,15.25
2000,YR2000,Belize,BLZ,-1.28645322277245,..,0.328218638544519,1.81957866645101,..,..,..,8,..,13.0195773748259,832072450,9.21234718150711,5543.80054258926,..,..,5.02842998504639,15.6122598648071,..,16.5783834054426,..,..,..,36488,14.7538332147247,..,16.005,68.847,0.365692127824332,68,0.855252088215852,2.70061669829222,..,..,6435358.715,2.98872784455248,24868381,10.8421744848751,3.42669284640959,247310,..,6,6,..,750,126.645263882971,..,..
2000,YR2000,Benin,BEN,5.60915803064972,..,0.117662485147682,0.2068178223365,..,..,..,6,74.3319475815406,5.85771420543269,3519991326.48464,2.74572578226693,1757.72101088054,..,..,2.11366009712219,13.5131998062134,4.16540442290282,..,..,..,..,133730,1.9243482067285,..,..,55.391,3.16809063027568,..,0.412852302408383,2.63947317946423,..,..,8901617.84217862,2.43967229319828,85876253.1152284,60.8899077687123,2.98386192934726,6865946,..,6,7,..,7030.00020980835,47.3481515012844,..,..
2000,YR2000,Bermuda,BMU,..,..,..,..,..,..,..,13,..,9.31715641086083,3480219000,8.34832420616188,53921.7736769822,..,..,..,..,..,0,..,..,..,17668,27.5911610837823,..,..,77.8853658536585,..,..,..,..,..,..,..,..,..,1145.05555555556,0.890208773614165,61833,..,6,7,..,..,..,2.71000003814697,10.7299995422363
2000,YR2000,Bhutan,BTN,32.4978933610583,..,0.131927217285813,0.355321532146447,..,..,..,..,80.6280019247456,3.35506828474021,424464089.897641,1.05927607602423,2693.31484023242,..,..,5.78675985336304,14.1540803909302,4.01099373013836,3.04561313268383,..,..,..,32137,5.69616102462481,..,16,60.884,1.57941355428144,240,..,..,..,..,..,..,..,14.8495979899497,2.24630884030973,591014,..,7,6,..,879.999995231628,80.3534551450573,..,..
2000,YR2000,Bolivia,BOL,-2.61710692884654,..,0.284025019848515,0.975259762397737,..,..,..,8,62.6303680784418,2.50781080899483,8397912525.26886,0.544857716060847,3433.7107446305,61.6,..,..,..,4.60822998872598,..,..,..,..,92658,1.11107220662312,..,34.5958333333333,62.452,1.3957966590356,..,2.0629712007857,7.03718058201406,..,..,37000000,1.51073257334195,126870000,7.77094987538078,1.93350253396644,8418270,..,6,6,..,31739.9997711182,45.5977750218555,4.46999979019165,8.53999996185303
2000,YR2000,Bosnia and Herzegovina,BIH,..,..,0.809346250855924,3.72149960439073,..,..,..,8,..,12.7654694578883,5567405605.27555,12.5302994025325,4598.15511649687,..,..,..,..,..,2.6391723555493,..,..,..,82952,2.18704635371873,..,..,74.403,0.024982901623052,..,..,..,..,..,2350912.0467568,28.3965750460105,1580952510.81787,73.26515625,0.208765696717053,3751176,..,4,8,..,18649.9996185303,85.3577431341788,..,..
2000,YR2000,Botswana,BWA,-0.29111941427621,..,0.290136157694195,2.45233315463147,..,..,..,..,44.034509775931,1.98769575090732,5788329609.15755,-0.0648639321087217,8452.35276471897,..,..,..,..,8.6014851485149,..,..,..,..,57064,3.2860008096378,..,15.4791666666667,50.629,0.810540193470649,..,3.19124295081058,8.16920943134535,..,..,133941061.157217,0.320314533204561,18540860.9679144,2.89967533040425,2.03308399053272,1643333,..,7,5,..,13699.9998092651,91.924729689918,15.8800001144409,..
2000,YR2000,Brazil,BRA,4.25035217021299,..,0.198281991486644,1.79454998368073,..,..,..,8,52.5315827425714,4.38794944364869,655448188259.351,2.91182643514742,9050.49404752227,..,..,3.94893002510071,11.4521598815918,7.04414105947266,25.9596727482747,..,..,..,684596,0.389447556993318,..,56.83,70.116,0.172942140295028,98,1.73072614713627,5.01922751348344,..,..,338325000,0.205903536568475,1349591000,20.9125880877803,1.42416744229362,174790339,..,4,7,..,767750,22.6397613589755,..,..
2000,YR2000,British Virgin Islands,VGB,..,..,..,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12058,58.4120525117473,..,..,..,..,..,..,..,..,..,..,..,..,135.42,1.4229645886007,20313,..,7,5,..,..,..,..,..
2000,YR2000,Brunei Darussalam,BRN,1.9098638632437,..,0.213476983344357,14.1671118901689,..,..,..,..,94.9592653292323,2.84942185782727,6001153306.2645,0.703316970907181,66363.6503955843,..,..,3.70590996742249,8.92074012756348,1.55815247634947,1.20060270255668,..,..,..,96296,29.1317001155636,..,5.5,72.809,0.0726927788305808,26,4.06920549004446,9.79525360632852,..,..,..,..,..,63.2193548387097,2.10872565489642,333166,..,6,7,..,6610.0001335144,103.171625469555,..,..
2000,YR2000,Bulgaria,BGR,4.32278254277982,..,0.827543976635567,5.31445360024244,..,..,..,9,56.1013968449146,4.58722534164882,13245833843.5454,5.10505561982659,6421.95913484706,..,..,..,..,10.3162621289989,4.15106319105981,..,..,..,43360,0.541965449702581,..,11.3433833333333,71.6634146341463,0.0224144650059633,20,2.6711704653623,7.14354112802834,..,..,25957718.7965305,0.439651078531238,58235451.3536032,73.8513242339329,-0.493896416633318,8170172,..,4,7,..,57759.9983215332,77.7457069237525,16.2199993133545,33.3300018310547
2000,YR2000,Burkina Faso,BFA,0.897031682594303,..,0.0879353975233806,0.0809789772544698,..,..,..,10,74.9152428538897,1.88847388906525,2968369991.46729,-0.966443018732505,920.891694757379,..,..,..,..,-0.304212168486795,..,..,..,..,520039,4.48002678165918,..,..,50.489,3.30839625268056,..,1.39216275310692,6.24419839804014,..,..,44507102.97,2.26842024725886,67335105.9,42.4267214912281,2.84200697417705,11607951,..,6,7,..,16129.9991607666,35.1229419704263,..,..
2000,YR2000,Burundi,BDI,-0.591132545043266,..,0.0774187136998378,0.0407595638789372,..,..,..,..,41.943020388257,-0.856864058424151,870486065.883137,-2.59355929289052,526.482060099412,..,..,2.64547991752625,10.7352600097656,24.4320242102151,..,..,..,..,125628,1.85645994952323,..,15.77,49.091,6.38362390248361,..,4.86240221311558,19.729224479763,..,..,2463668.23618653,..,..,248.398403426791,1.76722887197616,6378871,..,6,7,..,1990.00000953674,22.5537244890286,..,..
2000,YR2000,Cabo Verde,CPV,..,..,0.169642477221381,0.513805006329143,..,..,..,6,78.6650455116337,14.2848688321225,539227277.626411,12.2237919969707,3028.75208346925,..,..,..,..,-2.47745668519833,..,..,..,..,11027,2.51335082293037,..,..,68.583,0.455983251095016,93,1.15402591313906,2.73834353764381,..,..,479393.645007688,16.6462584289891,89761166.1532951,106.247642679901,1.81991603732516,428178,..,6,6,..,370.000004768372,87.5206083614917,..,..
2000,YR2000,Cambodia,KHM,3.51551290888574,..,0.150110841250468,0.161247317103791,..,..,..,..,60.9954042169748,9.9935803216182,3654031716.26881,7.56139945921458,1074.18835149116,..,..,1.66681003570557,11.0790100097656,-0.791992529473574,4.69756214623799,..,..,..,146085,1.19762369029764,..,..,58.432,1.76542064001445,497,2.20981320983564,14.6882660954983,..,..,59617900,2.80785740154348,102600000,68.8604180829368,2.23601610974607,12155241,..,6,6,..,19379.9991607666,111.609534096351,2.75999999046326,5.34000015258789
2000,YR2000,Cameroon,CMR,-1.38022179604201,..,0.165716023488186,0.335826918029355,..,..,..,6,77.6142650318084,3.83241779532237,10566578952.7857,1.14627134845615,2026.52049548665,..,..,1.70284998416901,11.6836996078491,1.22719012976135,2.95862870202445,..,..,..,228383,1.43387189359828,..,..,50.993,4.97026852541932,..,1.32474886472414,8.0089728656301,..,..,29980072.0425181,0.209150324607132,22100034.1796201,32.819157623067,2.62105318012787,15513944,..,6,7,..,83519.9966430664,47.9279442460149,..,..
2000,YR2000,Canada,CAN,5.4977343755741,..,0.570723329304027,16.7576264276587,..,..,..,10,81.8903835145964,4.91776274356224,744773415931.587,3.94521856404198,29362.0841609786,33.3,..,5.42331981658936,12.9826002120972,2.71943995691972,1.78499161397209,..,..,..,5511914,17.9530044114855,..,7.27083333333333,79.1365853658537,0.0134176987875521,3,1.11808087955152,2.74757242596902,..,..,1696622259.4351,0.0744601776108418,554559608.300993,3.42261133957721,0.931281553452429,30685730,..,6,6,..,644890.014648438,82.7653578503214,6.82999992370605,12.6700000762939
2000,YR2000,Cayman Islands,CYM,..,..,..,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,9.45514714572746,..,..,..,19253,46.1868777737795,..,..,..,..,..,..,..,..,..,..,..,..,176.270833333333,4.55063524723776,42305,..,6,6,..,..,..,..,..
2000,YR2000,Central African Republic,CAF,..,..,0.0978609610869848,0.0659264409253765,..,..,..,10,72.5378636652516,-2.48943244028874,916777282.651168,-4.696612815321,673.674570463057,..,..,1.61265003681183,9.93076992034912,3.20340091563112,..,..,..,..,123529,3.31528203608757,..,..,44.19,6.57409316240189,..,..,..,..,..,..,..,..,5.84355998587435,2.28954049932016,3640421,..,6,7,..,24760.0002288818,45.6597819937269,..,..
2000,YR2000,Chad,TCD,-5.40011662800003,..,0.0453856789811772,0.034707037893144,..,..,..,6,72.1689327009226,-0.879681025444839,1388506726.62093,-4.46365290954039,764.713422212721,..,..,2.64670991897583,12.8444900512695,3.82260088086308,..,..,..,..,104825,1.25639418643967,..,..,47.713,10.4937157875327,..,1.36204531679744,7.48031496062992,..,..,..,..,..,6.63568456162643,3.68276824966571,8355654,..,6,7,..,34770.0004577637,51.5711720135652,..,..
2000,YR2000,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,5.82664109661594,6439403014.0037,5.19498496843127,..,..,..,..,..,..,..,..,..,..,64301,43.2348293830896,..,..,79.037,..,..,..,..,..,..,..,..,..,..,0.598666616798958,148439,..,..,..,..,..,..,..,..
2000,YR2000,Chile,CHL,1.87673230095456,..,0.342835752667804,3.2863283656024,..,..,..,8,73.6733347667168,4.9716214882971,78249883995.6255,3.74315585776448,9585.72243422563,52.8,..,3.77583003044128,16.4279098510742,3.8432729570657,..,..,..,..,177332,1.16893524206073,..,14.8433912347788,76.366,0.0670795192213791,19,2.70328204639642,11.7560748092383,..,..,15600000,0.0169968303093504,13300000,20.63441788652,1.17718527887184,15342350,36,6,6,..,69919.9981689453,58.7119230876973,10.4899997711182,25.0499992370605
2000,YR2000,China,CHN,8.61394411076586,..,0.90853345268889,2.65041242787957,..,..,..,9,80.9700222903012,8.49009340575191,1211346869600.41,7.63859767603294,2917.24252974442,..,..,..,..,0.347811226864599,..,..,..,..,508034,0.0400034781168831,..,5.85,71.397,0.0991362360626394,65,1.8303437176953,11.3387431703261,..,..,754290000,0.0625817442571237,758082000,133.971903614969,0.787956592953992,1262645000,49.8,5,6,..,4568810.05859375,39.4110148523928,3.09999990463257,..
2000,YR2000,Colombia,COL,-1.88143556754488,..,0.220285580603551,1.4721183831477,..,..,..,10,58.2158441469197,2.92486148314592,99886577330.7271,1.28736782423051,6682.7723317809,58.7,..,3.5112099647522,13.2963895797729,9.22257080235504,66.9670033773686,..,..,..,109609,0.271282821567065,..,18.7866666666667,72.945,0.263481286974122,84,3.03168353865852,11.4722419560793,..,..,219135624.617598,1.61195129444316,1610122976.25762,35.7187607030194,1.60375190216718,39629965,..,5,6,..,139619.995117188,32.6670854693067,20.5200004577637,..
2000,YR2000,Comoros,COM,8.67557936921941,..,0.102476038285619,0.184380058927867,..,..,..,6,69.1444788256996,10.847878616072,351136568.441921,8.08770802633232,1799.25045905822,..,..,..,..,..,..,..,..,..,13799,2.51946335193246,..,12,59.46,2.36331834948669,..,..,..,..,..,..,..,..,291.433637829124,2.521578955574,542358,..,6,7,..,300.000011920929,35.7574785467961,..,..
2000,YR2000,"Congo, Dem. Rep.",COD,34.0734236209664,..,0.0774852996881107,0.0346029355602056,..,..,..,6,6.79873847528014,-6.91092731652101,19088046305.7971,-9.25508841830465,446.574197938026,..,..,..,..,513.906843747536,..,..,..,..,744387,1.54923558332444,..,..,50.041,4.99700841350314,..,0.220260772572306,8.87128833980612,..,..,..,..,..,20.7784698176044,2.55044047257434,47105830,..,6,6,..,34009.9983215332,27.0144029227569,..,..
2000,YR2000,"Congo, Rep.",COG,-53.3699001626635,..,0.376431201957823,1.39092286932999,..,..,..,10,75.8358892991145,7.5759803952642,3227927697.43665,4.5149999885987,3695.02544447905,..,..,..,..,-0.88199151702543,..,..,..,..,305002,9.80944395611959,..,..,52.123,3.56454307333372,..,..,..,..,..,36536329.8387932,0.320728158842681,10352873.0727615,9.15789165446559,2.88667906160985,3127420,..,6,7,..,12050.0001907349,123.909884405671,..,..
2000,YR2000,Costa Rica,CRI,-1.00914703301451,..,0.159556448791686,1.24925265668089,..,..,..,11,37.3575448929626,3.86871808818643,15013629658.6521,1.85180269276941,7829.53409994661,47.4,..,4.66695022583008,18.8195095062256,10.9615496593622,6.28411942451599,..,..,..,310946,7.92128291023959,..,24.8891666666667,77.452,0.100468783716913,37,0,0,..,..,142395232.108232,0.905678752202353,135975253.752763,77.6022130826479,1.96089336581932,3962369,20.6,6,5,..,10439.9995803833,86.5249235317703,5.07999992370605,10.9700002670288
2000,YR2000,Cote d'Ivoire,CIV,..,..,0.120612841917318,0.394417143836457,..,..,..,10,75.2272006073529,-0.265789463943307,16577533355.4395,-2.82412331724279,3270.10903289084,..,..,2.40031003952026,20.8069496154785,2.53077516737993,..,..,..,..,1994135,12.0725346756147,..,..,49.635,3.92563944050818,..,..,..,..,..,389722259.5,0.719752295119641,119317176.8,51.744213836478,2.59862544874687,16454660,..,6,7,..,25870.0008392334,54.9639916281147,..,..
2000,YR2000,Croatia,HRV,3.02629300767595,..,0.377899443645204,4.03732782609591,..,..,..,8,75.8142448103077,2.89550050635646,21839780971.0268,3.91552023531145,10683.6035193701,..,..,..,..,4.611315547378,2.28090084291707,..,..,..,585298,13.2179060443728,..,12.0733333333333,72.8078048780488,0.0154668852147526,7,3.03005577712821,6.41581692589634,..,..,64996306.2062405,3.7413504274624,817102738.716361,79.9166905136643,-0.986434858645568,4468302,..,4,8,..,25209.9990844727,74.4420793864565,16.0599994659424,..
2000,YR2000,Cuba,CUB,2.2311451666321,..,..,2.54798869322153,..,..,..,9,..,5.9147601740486,30565400000,5.51733314496059,..,..,..,7.70481014251709,..,..,5.27572967520649,..,..,..,17818,0.160280124104204,..,..,76.699,0.0757962525970098,40,..,..,..,..,..,..,..,103.597979515829,0.375938667511143,11126423,..,6,6,..,43930.0003051758,31.0759878817225,5.44999980926514,..
2000,YR2000,Curacao,CUW,..,..,..,..,..,..,..,9,76.84233544719,..,..,..,21888.347108869,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.07538613162288,133860,..,6,6,..,..,..,..,..
2000,YR2000,Cyprus,CYP,1.72433252663318,..,0.482581205810147,7.55866713029319,..,..,..,9,77.5117436425284,5.96531031488554,9985844486.33365,4.84415598419497,21288.509765625,..,..,4.98954010009766,14.2683095932007,4.14165764702056,0.848097293721536,..,..,..,80076,8.48903886091932,..,..,78.009,0.0254833939295488,..,2.82209015133954,8.07017543859649,..,..,48199808.1272749,0.450502585405009,44986487.5854566,102.087445887446,1.84444952643905,943288,..,6,6,..,8149.99961853027,137.494942180642,4.96999979019165,10.1800003051758
2000,YR2000,Czechia,CZE,1.84019771508068,..,0.739778079926614,12.0106526893106,..,..,..,..,77.8175954130084,4.00102863502944,61828166496.0941,4.29307146515178,16235.4806329245,..,..,3.64034008979797,8.91213989257813,3.77538829151733,1.85628396829584,..,..,..,220789,2.15130843680363,..,7.16225,74.9682926829268,0.00802985639204333,6,1.87735695616487,4.5828708025977,..,..,602866677.905444,0.475454908501634,293965052.442242,132.717264138734,-0.280414108078884,10255063,..,5,8,..,144100.006103516,98.0463388969232,8.76000022888184,16.9899997711182
2000,YR2000,Denmark,DNK,1.50700083483201,..,0.343738317156078,9.85089564493027,..,..,..,9,81.6811516828855,3.74686259540198,164158739097.623,3.40068454610739,28658.1249551454,23.8,..,8.08434009552002,15.3441495895386,2.90328203236457,1.08589992645836,..,..,..,371026,6.9502871990863,..,..,76.5926829268293,0.0138342807841254,0,1.45744405054744,2.76624322170998,..,..,661957528.919489,0.406015579535413,666510055.905243,133.4904,0.334233618829261,5339616,..,6,6,..,69709.9990844727,82.9839510533025,4.48000001907349,6.71999979019165
2000,YR2000,Djibouti,DJI,..,..,..,0.515624107238666,..,..,..,10,70.0722694952796,..,551230861.856505,..,..,..,..,9.65999984741211,29.385950088501,..,..,..,..,..,100507,13.9098098156283,..,..,57.022,2.10017854282442,..,5.06910119132427,14.3621910321699,..,..,1761187.47925119,2.22936080428478,12288924.7753501,30.9567299396031,2.48384960779453,717577,..,6,7,..,1220.00002861023,..,..,..
2000,YR2000,Dominica,DMA,..,..,0.286757936385117,1.8664752333094,..,..,..,12,80.3998462791618,2.3402193206939,333470370.37037,2.60176359979059,6508.88779867185,..,..,..,..,0.856946805358478,2.87150035893754,..,..,..,3723,5.34307323583863,..,11.6808005322677,..,..,..,..,..,..,..,11111.1111111111,4.05499961127092,13522222.2222222,92.8666666666667,-0.255237523671842,69650,..,7,5,..,200.000002980232,..,..,..
2000,YR2000,Dominican Republic,DOM,1.07767534516697,..,0.326386451618398,2.20390760964322,..,..,..,9,31.8464351894634,4.6617622800146,24305717541.6371,3.07998452775389,6752.44820584641,51.5,..,1.88829004764557,12.9884796142578,7.72413566181619,14.2834933458398,..,..,..,355611,4.1530615093062,..,26.7991666666667,69.429,0.255989400890732,122,1.03009647155323,7.08546844121093,..,..,19300000,7.56529815196788,1838800000,175.353280894225,1.52286032602447,8471317,..,6,6,..,27149.9996185303,79.3003930961432,6.42999982833862,12.539999961853
2000,YR2000,Ecuador,ECU,-6.10982959835925,..,0.298135277323268,1.73880499384794,..,..,..,10,45.5937081631531,1.0918015643576,18327764882.4412,-0.813578255639698,5832.26852407189,56.4,..,1.15093004703522,4.95730018615723,96.0941136930836,14.4545557991985,..,..,..,151523,1.19984042564985,..,..,72.761,0.412390391377394,72,1.45207595274333,6.25440865271573,..,..,6000000,7.21474226934688,1322301000,51.0594419391206,1.90279030523638,12681123,64.4,6,6,..,48119.9989318848,59.464699296633,4.80000019073486,9.73999977111816
2000,YR2000,"Egypt, Arab Rep.",EGY,3.13599079520195,..,0.28770057389675,1.66507919237804,..,..,..,9,45.0768656084691,6.37000383423162,99838543960.0763,4.33634758828751,5787.54213043595,..,..,..,..,2.68380535348548,..,..,..,..,173452,0.253826357115738,..,13.2158333333333,68.602,0.234262880032978,27,2.55126513982739,..,..,..,32000000,2.85661217289033,2852000000,69.1461761012607,1.93038262324663,68831561,..,5,6,..,185770.004272461,39.0179359012055,8.97999954223633,..
2000,YR2000,El Salvador,SLV,-1.21701300933715,..,0.214305643286782,0.956193433006167,..,..,..,9,71.3778883660865,1.12790697674419,11784927700,0.387713346882791,4461.82106239076,51.5,..,2.83868002891541,13.5439701080322,2.27128756828722,60.3098202594121,..,..,..,31713,0.545662334587555,..,..,68.875,0.241689500892577,21,0.840331038102095,4.46843401962338,..,..,19200000,14.9699688017602,1764200000,284.166505791506,0.734629859038728,5887930,..,6,6,..,10119.9998855591,68.7100889044911,6.96000003814697,..
2000,YR2000,Equatorial Guinea,GNQ,..,..,0.425453348952615,3.66227853112937,..,..,..,5,56.0051752162291,18.2137799569674,1045998496.43872,13.4525053559424,8607.94383249116,..,..,..,..,4.80228886901399,..,..,..,..,4517,0.850825773786203,..,..,53.279,2.66019218858263,..,..,..,..,..,..,..,..,21.6106951871658,4.11103855461091,606180,..,5,7,..,6860.0001335144,..,..,..
2000,YR2000,Eritrea,ERI,-3.93530871208179,..,0.182848588820885,0.279181805372767,..,..,..,..,..,-3.14198590251638,706370815.584416,-5.46586368255676,1526.84692385702,..,..,..,..,..,..,..,..,..,12952,0.366377042484122,..,..,55.273,6.06229799168906,..,32.6556711938037,44.0341134470448,..,..,1309557.56013746,0.46501791787489,3284750.85910653,22.6971584158416,2.42851338074409,2292413,..,5,6,..,5550.00019073486,67.8813619265146,..,..
2000,YR2000,Estonia,EST,..,..,1.13361776317335,10.6801433086254,..,..,..,9,66.4507525242903,10.0876344406951,5686579747.53524,9.55641846932483,9421.29142254113,..,..,5.33945989608765,14.685040473938,4.0184895250876,10.2207759069867,..,..,..,249512,17.83317669005,..,..,70.4170731707317,0.0367595862988331,39,1.37632711527768,3.78307349665924,..,..,3038226.40014686,0.0712666387766335,4052634.24742114,32.9555319650861,0.483707161729931,1396985,..,6,6,..,17680.0003051758,126.495610165523,13.3599996566772,21.1399993896484
2000,YR2000,Eswatini,SWZ,4.30641393581497,..,0.145501314866783,0.686272169574869,..,..,..,..,50.3294496499372,1.76017376022224,1738100853.05052,0.613763572181654,4716.60459015922,53.1,..,5.50848007202148,18.745080947876,12.2085358545844,12.7308460442874,..,..,..,22855,2.1486018341379,..,14,47.49,1.90680685452606,..,1.43520579097508,5.71993937352644,..,..,20743452.5878042,3.26770874004725,56796073.4859676,58.4553488372093,1.13297439995452,1005432,69,7,5,..,2369.99988555908,156.40202388772,..,..
2000,YR2000,Ethiopia,ETH,..,..,0.111449938983429,0.0537562894292379,..,..,..,8,37.5823389390627,6.07321747957957,8242392103.68061,3.05911008175694,482.335745712974,..,..,3.98310995101929,14.9077301025391,0.662458109266477,..,..,..,..,611384,0.920154796542265,..,10.8916666666667,51.941,6.33111263125487,804,7.61384390577726,29.5303770949721,..,..,12556900.7493156,0.644944837739948,53158882.3789732,66.224809,2.88268786967519,66224809,..,6,6,..,72739.9978637695,..,..,..
2000,YR2000,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,1068278259.57863,..,..,..,..,..,..,..,..,..,..,..,3593,7.72837753543697,..,..,78.4365853658537,..,..,..,..,..,..,5740000,4.02236024319629,42970000,33.4799426934097,0.665481278723865,46738,..,..,..,..,..,110.42501447597,4.17000007629395,..
2000,YR2000,Fiji,FJI,..,..,0.171310655164348,0.998753407783618,..,..,..,..,70.1430874017209,-1.69999841605511,1678239218.26553,-2.27076096731373,5830.07173036294,..,..,5.87773990631104,21.7585906982422,1.09216459977388,..,..,..,..,12719,1.56787960893614,..,8.3975,65.687,0.165646117396829,..,1.75624341841376,7.06735751295337,..,..,2219278.63444078,2.58016453423472,43301333.1093052,44.3903119868637,0.582325537105146,811011,..,6,7,..,1950.00004768372,135.895641463483,..,..
